ID,1-1,Credits_1-1,1-2,Credits_1-2,2-1,Credits_2-1,2-2,Credits_2-2,3-1,Credits_3-1,3-2,Credits_3-2,4-1,Credits_4-1,4-2,Credits_4-2,Total Credits,CGPA,Supplementary Appearances
21031A0454,7.23,19.5,7.69,19.5,8.45,25.5,8.16,21.5,8.21,21.5,8.95,21.5,8.04,23.0,10.0,8.0,160.0,8.22,
21031A0455,6.92,19.5,6.54,19.5,7.22,25.5,7.37,21.5,7.53,21.5,7.7,21.5,7.7,23.0,10.0,8.0,160.0,7.43,**
21031A0456,6.54,19.5,6.46,19.5,7.06,25.5,7.95,21.5,7.81,21.5,8.33,21.5,7.26,23.0,10.0,8.0,160.0,7.49,*
21031A0457,5.77,19.5,6.38,19.5,6.51,25.5,6.35,21.5,6.42,21.5,6.86,21.5,6.09,23.0,10.0,8.0,160.0,6.53,********
21031A0458,6.15,19.5,0.0,16.5,0.0,16.5,0.0,18.5,0.0,18.5,0.0,6.5,5.87,23.0,10.0,8.0,127.0,0.0,**********
21031A0459,6.85,19.5,7.77,19.5,7.39,25.5,7.56,21.5,8.02,21.5,8.12,21.5,8.04,23.0,10.0,8.0,160.0,7.8,*
21031A0460,6.46,19.5,6.31,19.5,0.0,22.5,6.65,21.5,6.77,21.5,6.79,21.5,6.65,23.0,10.0,8.0,157.0,0.0,*********
21031A0461,0.0,16.5,6.23,19.5,7.14,25.5,6.47,21.5,7.02,21.5,6.93,21.5,6.52,23.0,10.0,8.0,157.0,0.0,************
21031A0501,0.0,16.5,6.31,19.5,0.0,22.5,0.0,18.5,7.28,21.5,7.28,21.5,7.22,23.0,9.0,8.0,151.0,0.0,************
21031A0502,9.0,19.5,9.38,19.5,8.27,25.5,8.47,21.5,8.53,21.5,8.74,21.5,8.09,23.0,10.0,8.0,160.0,8.68,
21031A0503,8.31,19.5,8.31,19.5,8.06,25.5,7.33,21.5,8.26,21.5,8.37,21.5,7.7,23.0,10.0,8.0,160.0,8.14,
21031A0504,6.69,19.5,5.85,19.5,6.22,25.5,6.0,21.5,0.0,18.5,6.19,21.5,6.17,23.0,9.0,8.0,157.0,0.0,**********
21031A0505,7.31,19.5,6.38,19.5,6.8,25.5,6.35,21.5,7.28,21.5,7.86,21.5,7.43,23.0,10.0,8.0,160.0,7.21,******
21031A0506,8.08,19.5,7.85,19.5,7.59,25.5,7.67,21.5,7.88,21.5,7.74,21.5,7.43,23.0,10.0,8.0,160.0,7.85,
21031A0507,8.0,19.5,8.69,19.5,8.82,25.5,7.63,21.5,8.67,21.5,8.05,21.5,7.7,23.0,10.0,8.0,160.0,8.32,
21031A0508,7.92,19.5,8.23,19.5,7.76,25.5,7.56,21.5,8.02,21.5,8.02,21.5,7.3,23.0,10.0,8.0,160.0,7.93,
21031A0509,7.92,19.5,7.69,19.5,7.57,25.5,7.65,21.5,7.72,21.5,7.74,21.5,7.09,23.0,10.0,8.0,160.0,7.73,
21031A0510,0.0,16.5,0.0,13.5,0.0,19.5,0.0,12.5,0.0,18.5,6.47,21.5,6.7,23.0,9.0,8.0,133.0,0.0,***********
21031A0511,7.46,19.5,7.23,19.5,7.29,25.5,6.33,21.5,7.72,21.5,7.3,21.5,7.35,23.0,10.0,8.0,160.0,7.38,*
21031A0512,7.31,19.5,7.54,19.5,7.35,25.5,7.33,21.5,7.65,21.5,7.51,21.5,6.96,23.0,9.0,8.0,160.0,7.45,
21031A0513,7.46,19.5,7.62,19.5,8.61,25.5,8.05,21.5,8.16,21.5,7.98,21.5,7.78,23.0,10.0,8.0,160.0,8.08,
21031A0514,8.08,19.5,7.23,19.5,7.39,25.5,7.79,21.5,7.81,21.5,7.74,21.5,7.43,23.0,10.0,8.0,160.0,7.75,
21031A0515,7.85,19.5,7.54,19.5,8.49,25.5,7.49,21.5,8.33,21.5,7.77,21.5,6.91,23.0,10.0,8.0,160.0,7.89,
21031A0516,8.54,19.5,8.77,19.5,7.88,25.5,7.98,21.5,8.33,21.5,8.53,21.5,7.7,23.0,10.0,8.0,160.0,8.31,
21031A0517,8.31,19.5,7.38,19.5,7.18,25.5,7.56,21.5,7.93,21.5,7.7,21.5,7.22,23.0,10.0,8.0,160.0,7.71,
21031A0518,8.08,19.5,8.23,19.5,7.18,25.5,7.47,21.5,7.98,21.5,7.88,21.5,7.61,23.0,10.0,8.0,160.0,7.86,
21031A0519,7.23,19.5,7.62,19.5,8.29,25.5,7.05,21.5,8.0,21.5,7.19,21.5,7.3,23.0,10.0,8.0,160.0,7.67,
21031A0520,7.38,19.5,7.77,19.5,6.92,25.5,6.56,21.5,7.07,21.5,7.21,21.5,7.13,23.0,9.0,8.0,160.0,7.22,
21031A0521,7.31,19.5,6.46,19.5,7.12,25.5,6.65,21.5,7.35,21.5,7.58,21.5,6.83,23.0,10.0,8.0,160.0,7.19,*
21031A0522,8.77,19.5,8.85,19.5,8.55,25.5,8.74,21.5,8.53,21.5,8.74,21.5,8.17,23.0,10.0,8.0,160.0,8.68,
21031A0523,7.77,19.5,8.08,19.5,8.73,25.5,7.91,21.5,8.81,21.5,7.84,21.5,8.04,23.0,9.0,8.0,160.0,8.23,
21031A0524,7.31,19.5,6.23,19.5,6.27,25.5,6.42,21.5,6.44,21.5,7.0,21.5,6.74,23.0,9.0,8.0,160.0,6.74,**
21031A0525,0.0,16.5,0.0,16.5,0.0,22.5,0.0,12.5,0.0,12.5,5.84,21.5,0.0,20.0,9.0,8.0,130.0,0.0,************
21031A0526,7.54,19.5,5.92,19.5,6.92,25.5,6.37,21.5,7.19,21.5,7.44,21.5,7.04,23.0,9.0,8.0,160.0,7.03,********
21031A0527,6.54,19.5,6.62,19.5,6.57,25.5,5.93,21.5,5.79,21.5,6.51,21.5,6.22,23.0,9.0,8.0,160.0,6.44,****
21031A0528,7.0,19.5,7.38,19.5,6.82,25.5,7.0,21.5,6.65,21.5,7.23,21.5,6.43,23.0,9.0,8.0,160.0,7.02,**
21031A0529,7.23,19.5,7.23,19.5,7.82,25.5,7.79,21.5,8.05,21.5,7.74,21.5,7.52,23.0,10.0,8.0,160.0,7.76,
21031A0530,7.69,19.5,7.08,19.5,7.33,25.5,6.91,21.5,6.7,21.5,7.35,21.5,7.17,23.0,10.0,8.0,160.0,7.32,
21031A0531,7.46,19.5,7.85,19.5,8.51,25.5,7.7,21.5,8.3,21.5,7.79,21.5,7.61,23.0,10.0,8.0,160.0,8.01,
21031A0532,8.15,19.5,9.0,19.5,7.92,25.5,8.88,21.5,8.37,21.5,8.47,21.5,8.17,23.0,10.0,8.0,160.0,8.48,
21031A0533,8.69,19.5,8.46,19.5,8.33,25.5,8.33,21.5,7.95,21.5,8.07,21.5,7.43,23.0,10.0,8.0,160.0,8.26,
21031A0534,9.23,19.5,9.38,19.5,8.9,25.5,9.02,21.5,9.16,21.5,9.02,21.5,8.57,23.0,10.0,8.0,160.0,9.07,
21031A0535,8.08,19.5,8.31,19.5,8.63,25.5,7.23,21.5,8.3,21.5,8.33,21.5,7.96,23.0,10.0,8.0,160.0,8.22,
21031A0536,8.54,19.5,8.46,19.5,7.84,25.5,8.19,21.5,7.91,21.5,7.33,21.5,7.57,23.0,10.0,8.0,160.0,8.06,
21031A0537,9.38,19.5,8.92,19.5,9.49,25.5,9.02,21.5,8.74,21.5,8.47,21.5,8.57,23.0,10.0,8.0,160.0,9.0,**
21031A0538,7.69,19.5,7.38,19.5,7.59,25.5,7.47,21.5,7.14,21.5,7.88,21.5,7.3,23.0,10.0,8.0,160.0,7.62,
21031A0539,7.62,19.5,6.62,19.5,7.0,25.5,6.21,21.5,6.51,21.5,7.0,21.5,6.96,23.0,9.0,8.0,160.0,6.95,*******
21031A0540,7.0,19.5,8.62,19.5,7.51,25.5,7.35,21.5,7.91,21.5,7.86,21.5,7.57,23.0,10.0,8.0,160.0,7.8,
21031A0541,7.54,19.5,8.0,19.5,8.78,25.5,8.47,21.5,8.67,21.5,8.47,21.5,7.78,23.0,10.0,8.0,160.0,8.35,
21031A0542,0.0,13.5,0.0,7.5,0.0,13.5,0.0,9.5,0.0,6.5,0.0,9.5,,,,,60.0,0.0,*******************
21031A0543,7.54,19.5,7.23,19.5,6.88,25.5,6.42,21.5,7.7,21.5,7.58,21.5,7.74,23.0,10.0,8.0,160.0,7.43,*
21031A0544,8.15,19.5,8.77,19.5,8.06,25.5,8.21,21.5,8.67,21.5,7.93,21.5,7.83,23.0,10.0,8.0,160.0,8.31,
21031A0545,6.92,19.5,6.69,19.5,6.82,25.5,6.05,21.5,6.56,21.5,7.16,21.5,7.09,23.0,9.0,8.0,160.0,6.87,**********
21031A0546,8.85,19.5,8.77,19.5,8.53,25.5,8.33,21.5,7.7,21.5,8.33,21.5,7.78,23.0,10.0,8.0,160.0,8.4,
21031A0547,7.31,19.5,7.54,19.5,7.27,25.5,6.77,21.5,7.63,21.5,7.16,21.5,6.83,23.0,10.0,8.0,160.0,7.35,**
21031A0548,8.08,19.5,8.62,19.5,8.82,25.5,8.6,21.5,8.53,21.5,8.6,21.5,8.17,23.0,10.0,8.0,160.0,8.57,
21031A0549,7.69,19.5,7.15,19.5,7.82,25.5,7.88,21.5,7.56,21.5,8.0,21.5,7.57,23.0,10.0,8.0,160.0,7.79,
21031A0550,6.92,19.5,6.77,19.5,7.16,25.5,7.05,21.5,6.3,21.5,6.3,21.5,6.39,23.0,9.0,8.0,160.0,6.82,*
21031A0551,8.0,19.5,8.15,19.5,8.84,25.5,7.81,21.5,9.16,21.5,8.47,21.5,8.17,23.0,10.0,8.0,160.0,8.47,
21031A0552,8.92,19.5,9.23,19.5,9.18,25.5,9.58,21.5,8.88,21.5,8.6,21.5,8.43,23.0,10.0,8.0,160.0,9.02,
21031A0553,6.92,19.5,7.31,19.5,7.94,25.5,7.4,21.5,7.0,21.5,7.65,21.5,7.35,23.0,10.0,8.0,160.0,7.52,
21031A0554,8.23,19.5,8.62,19.5,7.76,25.5,7.98,21.5,7.88,21.5,8.16,21.5,7.7,23.0,10.0,8.0,160.0,8.12,
21031A0555,6.69,19.5,6.85,19.5,7.24,25.5,6.23,21.5,6.56,21.5,6.33,21.5,0.0,20.0,9.0,8.0,157.0,0.0,***********
21031A0556,7.31,19.5,7.46,19.5,7.65,25.5,7.26,21.5,6.63,21.5,6.81,21.5,6.65,23.0,9.0,8.0,160.0,7.21,**
21031A0557,7.23,19.5,7.62,19.5,8.0,25.5,7.67,21.5,7.84,21.5,8.07,21.5,7.83,23.0,9.0,8.0,160.0,7.83,
21031A0558,7.69,19.5,6.92,19.5,7.82,25.5,7.4,21.5,7.7,21.5,8.0,21.5,8.22,23.0,10.0,8.0,160.0,7.81,**
21031A0559,6.62,19.5,6.15,19.5,7.04,25.5,5.86,21.5,6.86,21.5,6.74,21.5,6.35,23.0,9.0,8.0,160.0,6.66,******
21031A0560,0.0,16.5,6.08,19.5,6.45,25.5,5.67,21.5,6.35,21.5,6.09,21.5,6.09,23.0,9.0,8.0,157.0,0.0,*************
21031A0561,9.0,19.5,8.77,19.5,8.94,25.5,9.16,21.5,8.12,21.5,8.6,21.5,7.65,23.0,10.0,8.0,160.0,8.67,
21031A0562,0.0,16.5,5.62,19.5,0.0,19.5,0.0,18.5,0.0,15.5,6.16,21.5,0.0,17.0,9.0,8.0,136.0,0.0,****************
22035A0101,,,,,8.1,25.5,8.74,21.5,8.05,21.5,8.47,21.5,8.29,24.0,10.0,8.0,122.0,8.43,
22035A0102,,,,,8.33,25.5,8.19,21.5,7.81,21.5,7.42,21.5,6.91,23.0,10.0,8.0,121.0,7.89,
22035A0103,,,,,7.75,25.5,7.7,21.5,8.23,21.5,7.7,21.5,7.7,23.0,10.0,8.0,121.0,7.96,
22035A0104,,,,,7.06,25.5,6.56,21.5,7.16,21.5,6.63,21.5,6.87,23.0,10.0,8.0,121.0,7.07,***
22035A0105,,,,,7.12,25.5,6.65,21.5,7.02,21.5,7.35,21.5,6.52,23.0,10.0,8.0,121.0,7.14,***
22035A0106,,,,,8.94,25.5,9.16,21.5,9.02,21.5,8.47,21.5,8.3,23.0,10.0,8.0,121.0,8.86,
22035A0107,,,,,7.88,25.5,7.58,21.5,8.37,21.5,8.26,21.5,7.17,23.0,10.0,8.0,121.0,7.99,
22035A0108,,,,,8.12,25.5,7.88,21.5,8.12,21.5,7.14,21.5,7.39,23.0,10.0,8.0,121.0,7.89,
22035A0109,,,,,7.82,25.5,7.02,21.5,7.56,21.5,7.7,21.5,7.0,23.0,10.0,8.0,121.0,7.6,
22035A0110,,,,,6.65,25.5,6.4,21.5,6.98,21.5,6.58,21.5,6.39,23.0,10.0,8.0,121.0,6.82,
22035A0111,,,,,7.24,25.5,6.72,21.5,7.95,21.5,7.42,21.5,7.17,23.0,10.0,8.0,121.0,7.47,**
22035A0112,,,,,6.96,25.5,6.05,21.5,7.37,21.5,6.72,21.5,6.39,23.0,10.0,8.0,121.0,6.92,****
22035A0113,,,,,7.75,25.5,8.3,21.5,7.88,21.5,7.28,21.5,7.3,23.0,10.0,8.0,121.0,7.85,
22035A0114,,,,,7.41,25.5,7.49,21.5,6.98,21.5,6.86,21.5,0.0,20.0,10.0,8.0,118.0,0.0,****
22035A0115,,,,,7.78,25.5,7.19,21.5,8.4,21.5,8.19,21.5,8.3,23.0,10.0,8.0,121.0,8.1,*
22035A0116,,,,,8.24,25.5,7.67,21.5,8.58,21.5,7.91,21.5,7.91,23.0,10.0,8.0,121.0,8.19,
22035A0117,,,,,8.29,25.5,8.65,21.5,8.53,21.5,8.33,21.5,7.91,23.0,10.0,8.0,121.0,8.44,
22035A0118,,,,,7.37,25.5,6.6,21.5,7.02,21.5,6.72,21.5,6.39,23.0,10.0,8.0,121.0,7.04,
22035A0119,,,,,7.59,25.5,6.74,21.5,7.58,21.5,7.98,21.5,7.91,23.0,10.0,8.0,121.0,7.73,
22035A0120,,,,,7.33,25.5,7.65,21.5,7.4,21.5,7.28,21.5,7.0,23.0,10.0,8.0,121.0,7.5,*
22035A0121,,,,,8.16,25.5,8.4,21.5,8.53,21.5,8.53,21.5,7.91,23.0,10.0,8.0,121.0,8.41,
22035A0122,,,,,6.98,25.5,7.16,21.5,7.53,21.5,7.98,21.5,7.52,23.0,10.0,8.0,121.0,7.59,****
22035A0123,,,,,0.0,22.5,6.7,21.5,8.37,21.5,7.49,21.5,0.0,20.0,10.0,8.0,115.0,0.0,****
22035A0124,,,,,8.0,25.5,7.42,21.5,7.98,21.5,7.07,21.5,7.26,23.0,10.0,8.0,121.0,7.72,***
22035A0125,,,,,8.18,25.5,8.47,21.5,8.67,21.5,8.26,21.5,7.52,23.0,10.0,8.0,121.0,8.33,
22035A0126,,,,,7.12,25.5,6.91,21.5,7.51,21.5,7.14,21.5,6.87,23.0,10.0,8.0,121.0,7.3,*
22035A0127,,,,,7.63,25.5,6.72,21.5,7.84,21.5,7.63,21.5,6.74,23.0,10.0,8.0,121.0,7.49,
22035A0128,,,,,8.33,25.5,7.56,21.5,7.84,21.5,7.21,21.5,7.26,23.0,10.0,8.0,121.0,7.81,
22035A0129,,,,,8.16,25.5,8.47,21.5,8.12,21.5,8.33,21.5,7.65,23.0,10.0,8.0,121.0,8.26,
22035A0130,,,,,8.69,25.5,8.74,21.5,8.53,21.5,8.47,21.5,8.17,23.0,10.0,8.0,121.0,8.62,
22035A0201,,,,,8.08,25.5,8.19,21.5,7.63,21.5,7.33,21.5,7.43,23.0,10.0,8.0,121.0,7.89,*
22035A0202,,,,,7.14,25.5,7.58,21.5,7.37,21.5,7.3,21.5,7.48,23.0,10.0,8.0,121.0,7.54,
22035A0203,,,,,6.84,25.5,6.33,21.5,6.44,21.5,6.84,21.5,6.91,23.0,10.0,8.0,121.0,6.9,**
22035A0204,,,,,7.31,25.5,6.77,21.5,7.07,21.5,6.42,21.5,6.7,23.0,10.0,8.0,121.0,7.08,**
22035A0205,,,,,8.55,25.5,7.77,21.5,7.79,21.5,7.16,21.5,6.7,23.0,10.0,8.0,121.0,7.77,
22035A0206,,,,,7.08,25.5,7.07,21.5,7.16,21.5,6.47,21.5,6.48,23.0,10.0,8.0,121.0,7.06,**
22035A0207,,,,,7.43,25.5,7.19,21.5,7.14,21.5,7.6,21.5,7.09,23.0,10.0,8.0,121.0,7.47,
22035A0208,,,,,7.53,25.5,6.6,21.5,7.95,21.5,7.44,21.5,7.83,23.0,10.0,8.0,121.0,7.64,**
22035A0209,,,,,7.16,25.5,6.26,21.5,6.53,21.5,7.0,21.5,6.7,23.0,10.0,8.0,121.0,6.96,**
22035A0210,,,,,8.06,25.5,8.12,21.5,7.79,21.5,7.88,21.5,7.09,23.0,10.0,8.0,121.0,7.93,
22035A0211,,,,,8.45,25.5,8.19,21.5,8.14,21.5,7.91,21.5,7.57,23.0,10.0,8.0,121.0,8.19,
22035A0212,,,,,6.92,25.5,6.63,21.5,6.65,21.5,6.53,21.5,6.83,23.0,10.0,8.0,121.0,6.94,**
22035A0213,,,,,7.53,25.5,6.37,21.5,6.86,21.5,6.26,21.5,,,,,90.0,,***
22035A0214,,,,,0.0,22.5,6.16,21.5,6.3,21.5,0.0,18.5,0.0,20.0,10.0,8.0,112.0,0.0,*********
22035A0215,,,,,8.35,25.5,8.09,21.5,7.81,21.5,7.98,21.5,7.5,24.0,10.0,8.0,122.0,8.08,
22035A0216,,,,,7.47,25.5,6.49,21.5,8.07,21.5,6.7,21.5,7.09,23.0,10.0,8.0,121.0,7.36,**
22035A0217,,,,,9.18,25.5,8.23,21.5,8.07,21.5,8.33,21.5,8.22,23.0,10.0,8.0,121.0,8.53,
22035A0218,,,,,7.18,25.5,6.7,21.5,7.23,21.5,6.72,21.5,6.78,23.0,10.0,8.0,121.0,7.13,*****
22035A0219,,,,,6.92,25.5,6.98,21.5,7.07,21.5,7.28,21.5,7.17,23.0,10.0,8.0,121.0,7.27,*
22035A0220,,,,,7.82,25.5,7.95,21.5,8.23,21.5,7.67,21.5,7.3,23.0,10.0,8.0,121.0,7.93,
22035A0221,,,,,8.39,25.5,7.95,21.5,7.72,21.5,7.91,21.5,7.62,24.0,10.0,8.0,122.0,8.06,
22035A0222,,,,,6.53,25.5,6.33,21.5,6.16,21.5,6.12,21.5,6.17,23.0,10.0,8.0,121.0,6.52,****
22035A0223,,,,,6.82,25.5,6.63,21.5,7.0,21.5,6.79,21.5,6.57,23.0,10.0,8.0,121.0,6.98,**
22035A0224,,,,,6.94,25.5,6.51,21.5,7.51,21.5,7.26,21.5,6.78,23.0,10.0,8.0,121.0,7.19,*
22035A0225,,,,,0.0,4.0,,,,,,,,,,,4.0,0.0,
22035A0226,,,,,8.88,25.5,8.26,21.5,7.28,21.5,7.91,21.5,7.17,23.0,10.0,8.0,121.0,8.06,
22035A0227,,,,,7.88,25.5,7.33,21.5,7.91,21.5,7.09,21.5,6.91,23.0,10.0,8.0,121.0,7.6,*
22035A0301,,,,,7.24,25.5,6.53,21.5,6.65,21.5,6.95,21.5,7.26,23.0,10.0,8.0,121.0,7.14,**
22035A0302,,,,,7.82,25.5,7.7,21.5,7.72,21.5,8.33,21.5,7.39,23.0,10.0,8.0,121.0,7.93,**
22035A0303,,,,,8.53,25.5,9.12,21.5,7.86,21.5,7.91,21.5,8.43,23.0,10.0,8.0,121.0,8.48,*
22035A0304,,,,,7.94,25.5,7.91,21.5,8.23,21.5,7.12,21.5,7.65,23.0,10.0,8.0,121.0,7.92,*
22035A0305,,,,,0.0,22.5,7.09,21.5,0.0,18.5,0.0,18.5,,,,,81.0,0.0,*****
22035A0306,,,,,8.22,25.5,8.44,21.5,8.86,21.5,8.37,21.5,8.17,23.0,10.0,8.0,121.0,8.51,*****
22035A0307,,,,,8.18,25.5,8.51,21.5,7.81,21.5,8.05,21.5,7.78,23.0,10.0,8.0,121.0,8.19,
22035A0308,,,,,7.82,25.5,8.23,21.5,9.07,21.5,7.21,21.5,7.39,23.0,10.0,8.0,121.0,8.07,
22035A0309,,,,,8.18,25.5,8.42,21.5,8.12,21.5,6.98,21.5,7.52,23.0,10.0,8.0,121.0,7.99,
22035A0310,,,,,8.29,25.5,8.44,21.5,8.07,21.5,7.74,21.5,7.78,23.0,10.0,8.0,121.0,8.2,*
22035A0311,,,,,7.63,25.5,7.63,21.5,7.6,21.5,6.98,21.5,7.52,23.0,10.0,8.0,121.0,7.64,**
22035A0312,,,,,7.63,25.5,6.84,21.5,7.28,21.5,6.81,21.5,7.78,23.0,10.0,8.0,121.0,7.47,****
22035A0313,,,,,7.59,25.5,7.47,21.5,7.51,21.5,7.33,21.5,7.65,23.0,10.0,8.0,121.0,7.68,**
22035A0314,,,,,8.33,25.5,8.93,21.5,8.09,21.5,8.12,21.5,7.91,23.0,10.0,8.0,121.0,8.39,
22035A0315,,,,,7.18,25.5,7.47,21.5,7.0,21.5,7.07,21.5,7.65,23.0,10.0,8.0,121.0,7.46,**
22035A0316,,,,,8.92,25.5,8.79,21.5,8.86,21.5,8.53,21.5,8.17,23.0,10.0,8.0,121.0,8.75,
22035A0317,,,,,7.47,25.5,7.23,21.5,7.72,21.5,7.12,21.5,7.78,23.0,10.0,8.0,121.0,7.64,***
22035A0318,,,,,8.0,25.5,9.23,21.5,8.7,21.5,8.0,21.5,8.43,23.0,10.0,8.0,121.0,8.56,
22035A0319,,,,,8.53,25.5,8.93,21.5,8.14,21.5,6.95,21.5,,,,,90.0,,
22035A0320,,,,,7.82,25.5,7.81,21.5,8.65,21.5,8.4,21.5,7.52,23.0,10.0,8.0,121.0,8.16,
22035A0321,,,,,8.65,25.5,8.37,21.5,7.65,21.5,7.26,21.5,7.65,23.0,10.0,8.0,121.0,8.07,*
22035A0322,,,,,8.18,25.5,9.02,21.5,8.37,21.5,8.19,21.5,8.04,23.0,10.0,8.0,121.0,8.46,
22035A0323,,,,,7.35,25.5,7.6,21.5,7.02,21.5,7.65,21.5,7.52,23.0,10.0,8.0,121.0,7.6,*
22035A0324,,,,,7.94,25.5,7.81,21.5,8.3,21.5,7.93,21.5,7.65,23.0,10.0,8.0,121.0,8.06,*
22035A0325,,,,,7.82,25.5,7.6,21.5,8.0,21.5,7.3,21.5,8.43,23.0,10.0,8.0,121.0,7.98,***
22035A0326,,,,,7.98,25.5,7.84,21.5,8.07,21.5,7.49,21.5,7.39,23.0,10.0,8.0,121.0,7.91,***
22035A0327,,,,,7.59,25.5,7.4,21.5,7.0,21.5,7.23,21.5,7.91,23.0,10.0,8.0,121.0,7.61,*
22035A0328,,,,,7.71,25.5,7.6,21.5,8.3,21.5,8.23,21.5,7.91,23.0,10.0,8.0,121.0,8.08,*
22035A0329,,,,,8.06,25.5,8.02,21.5,8.42,21.5,7.47,21.5,8.04,23.0,10.0,8.0,121.0,8.14,*
22035A0330,,,,,7.59,25.5,7.19,21.5,7.58,21.5,7.4,21.5,7.39,23.0,10.0,8.0,121.0,7.6,**
22035A0331,,,,,8.59,25.5,9.07,21.5,8.23,21.5,8.74,21.5,8.3,23.0,10.0,8.0,121.0,8.68,
22035A0401,,,,,8.31,25.5,8.37,21.5,8.23,21.5,8.67,21.5,7.39,23.0,10.0,8.0,121.0,8.31,
22035A0402,,,,,8.73,25.5,8.56,21.5,8.74,21.5,8.12,21.5,7.88,24.0,10.0,8.0,122.0,8.51,
22035A0403,,,,,8.1,25.5,8.0,21.5,8.16,21.5,8.4,21.5,7.26,23.0,10.0,8.0,121.0,8.11,
22035A0404,,,,,8.75,25.5,8.14,21.5,8.58,21.5,8.74,21.5,7.78,23.0,10.0,8.0,121.0,8.51,
22035A0405,,,,,8.27,25.5,7.81,21.5,7.67,21.5,8.33,21.5,7.52,23.0,10.0,8.0,121.0,8.06,
22035A0406,,,,,6.9,25.5,6.95,21.5,7.81,21.5,7.56,21.5,7.0,23.0,10.0,8.0,121.0,7.41,**
22035A0407,,,,,8.51,25.5,7.77,21.5,7.88,21.5,7.77,21.5,8.04,23.0,10.0,8.0,121.0,8.14,*
22035A0408,,,,,8.22,25.5,7.49,21.5,8.19,21.5,8.53,21.5,7.96,24.0,10.0,8.0,122.0,8.21,
22035A0409,,,,,8.43,25.5,8.28,21.5,8.33,21.5,9.3,21.5,8.57,23.0,10.0,8.0,121.0,8.67,
22035A0501,,,,,7.1,25.5,6.05,21.5,7.42,21.5,6.91,21.5,7.74,23.0,9.0,8.0,121.0,7.18,**
22035A0502,,,,,7.53,25.5,7.3,21.5,8.12,21.5,8.02,21.5,7.83,23.0,9.0,8.0,121.0,7.84,
22035A0503,,,,,8.14,25.5,8.58,21.5,7.91,21.5,8.58,21.5,7.7,23.0,10.0,8.0,121.0,8.29,
22035A0504,,,,,7.25,25.5,6.49,21.5,6.72,21.5,7.02,21.5,7.17,23.0,9.0,8.0,121.0,7.08,*****
22035A0505,,,,,0.0,22.5,0.0,0.0,,,,,,,,,22.5,0.0,
22035A0506,,,,,7.53,25.5,7.84,21.5,8.6,21.5,8.44,21.5,8.09,23.0,10.0,8.0,121.0,8.21,
22035A0507,,,,,6.53,25.5,6.19,21.5,6.56,21.5,6.86,21.5,7.61,23.0,9.0,8.0,121.0,6.9,*****
22035A0508,,,,,6.94,25.5,6.23,21.5,7.28,21.5,7.72,21.5,7.22,23.0,9.0,8.0,121.0,7.2,
22035A0509,,,,,0.0,22.5,5.81,21.5,6.0,21.5,6.67,21.5,6.7,23.0,9.0,8.0,118.0,0.0,*****
22035A0510,,,,,0.0,22.5,6.05,21.5,7.49,21.5,7.35,21.5,7.0,23.0,9.0,8.0,118.0,0.0,*****
