ID,Subject Code,Subject Name,Grade,Credits
21031A0101,R2041011,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,E,3
21031A0101,R2041013,SKILL ADVANCED COURSE/SOFT SKILL COURSE,A+,2
21031A0101,R2041014,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,A+,3
21031A0101,R204101A,ADVANCED STRUCTURAL ENGINEERING,D,3
21031A0101,R204101G,DISASTER MANAGEMENT & MITIGATION,E,3
21031A0101,R204101K,URBAN HYDROLOGY,E,3
21031A0101,R204104K,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,F,0
21031A0101,R204105Z,INTRODUCTION TO MACHINE LEARNING,E,3
21031A0102,R2041011,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,C,3
21031A0102,R2041013,SKILL ADVANCED COURSE/SOFT SKILL COURSE,A+,2
21031A0102,R2041014,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,A+,3
21031A0102,R204101A,ADVANCED STRUCTURAL ENGINEERING,A,3
21031A0102,R204101G,DISASTER MANAGEMENT & MITIGATION,C,3
21031A0102,R204101K,URBAN HYDROLOGY,D,3
21031A0102,R204104K,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,D,3
21031A0102,R204105Z,INTRODUCTION TO MACHINE LEARNING,B,3
21031A0103,R2041011,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,C,3
21031A0103,R2041013,SKILL ADVANCED COURSE/SOFT SKILL COURSE,A+,2
21031A0103,R2041014,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,A+,3
21031A0103,R204101A,ADVANCED STRUCTURAL ENGINEERING,C,3
21031A0103,R204101G,DISASTER MANAGEMENT & MITIGATION,D,3
21031A0103,R204101K,URBAN HYDROLOGY,D,3
21031A0103,R204104K,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,D,3
21031A0103,R204105Z,INTRODUCTION TO MACHINE LEARNING,D,3
21031A0104,204105MAL,SOFTWARE ENGINEERING LAB (INTEGRATED),B,1
21031A0104,R2041011,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,B,3
21031A0104,R2041013,SKILL ADVANCED COURSE/SOFT SKILL COURSE,A+,2
21031A0104,R2041014,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,A+,3
21031A0104,R204101A,ADVANCED STRUCTURAL ENGINEERING,B,3
21031A0104,R204101G,DISASTER MANAGEMENT & MITIGATION,B,3
21031A0104,R204101K,URBAN HYDROLOGY,C,3
21031A0104,R204104K,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,A,3
21031A0104,R204105Z,INTRODUCTION TO MACHINE LEARNING,A+,3
21031A0105,R2041011,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,E,3
21031A0105,R2041013,SKILL ADVANCED COURSE/SOFT SKILL COURSE,A+,2
21031A0105,R2041014,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,A+,3
21031A0105,R204101A,ADVANCED STRUCTURAL ENGINEERING,D,3
21031A0105,R204101G,DISASTER MANAGEMENT & MITIGATION,D,3
21031A0105,R204101K,URBAN HYDROLOGY,E,3
21031A0105,R204104K,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,F,0
21031A0105,R204105Z,INTRODUCTION TO MACHINE LEARNING,F,0
21031A0106,R2041011,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,D,3
21031A0106,R2041013,SKILL ADVANCED COURSE/SOFT SKILL COURSE,A+,2
21031A0106,R2041014,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,A+,3
21031A0106,R204101A,ADVANCED STRUCTURAL ENGINEERING,C,3
21031A0106,R204101G,DISASTER MANAGEMENT & MITIGATION,D,3
21031A0106,R204101K,URBAN HYDROLOGY,D,3
21031A0106,R204104K,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,D,3
21031A0106,R204105Z,INTRODUCTION TO MACHINE LEARNING,C,3
21031A0107,R2041011,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,D,3
21031A0107,R2041013,SKILL ADVANCED COURSE/SOFT SKILL COURSE,A+,2
21031A0107,R2041014,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,A+,3
21031A0107,R204101A,ADVANCED STRUCTURAL ENGINEERING,C,3
21031A0107,R204101G,DISASTER MANAGEMENT & MITIGATION,C,3
21031A0107,R204101K,URBAN HYDROLOGY,D,3
21031A0107,R204104K,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,D,0
21031A0107,R204105Z,INTRODUCTION TO MACHINE LEARNING,C,3
21031A0108,R2041011,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,D,3
21031A0108,R2041013,SKILL ADVANCED COURSE/SOFT SKILL COURSE,A+,2
21031A0108,R2041014,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,A+,3
21031A0108,R204101A,ADVANCED STRUCTURAL ENGINEERING,D,3
21031A0108,R204101G,DISASTER MANAGEMENT & MITIGATION,E,3
21031A0108,R204101K,URBAN HYDROLOGY,D,3
21031A0108,R204104K,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,E,3
21031A0108,R204105Z,INTRODUCTION TO MACHINE LEARNING,E,3
21031A0109,R2041011,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,E,3
21031A0109,R2041013,SKILL ADVANCED COURSE/SOFT SKILL COURSE,A+,2
21031A0109,R2041014,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,A+,3
21031A0109,R204101A,ADVANCED STRUCTURAL ENGINEERING,C,3
